,code,region
86321,91.14.10.2027,Pagona
86322,91.14.10.2029,Wunabu
86323,91.14.10.2030,Wilileme
86324,91.14.10.2031,Yangguni
86325,91.14.11,Kubu
86326,91.14.11.2002,Aruku
86327,91.14.11.2003,Kubugiwa
86328,91.14.11.2005,Kubu
86329,91.14.11.2015,Numbugawe
86330,91.14.11.2016,Tiyenggupur
86331,91.14.11.2018,Murik
86332,91.14.11.2019,Minagi
86333,91.14.11.2020,Kalewi
86334,91.14.11.2026,Menggenagi
86335,91.14.12,Konda/ Kondaga
86336,91.14.12.2001,Konda
86337,91.14.12.2002,Arulo
86338,91.14.12.2010,Mandura
86339,91.14.12.2011,Mowilome
86340,91.14.12.2012,Arumagi
86341,91.14.12.2015,Gimo
86342,91.14.12.2017,Silabulo
86343,91.14.12.2018,Arikoba
86344,91.14.12.2019,Tingapura
86345,91.14.12.2020,Ganage
86346,91.14.12.2021,Yawineri
86347,91.14.13,Nelawi
86348,91.14.13.2001,Mondagul
86349,91.14.13.2003,Timojimo
86350,91.14.13.2005,Tabowanimbo
86351,91.14.13.2006,Nelawi
86352,91.14.13.2007,Woromolome
86353,91.14.13.2008,Kendemaya
86354,91.14.13.2009,Palagi
86355,91.14.13.2010,Megapura
86356,91.14.13.2011,Wabuna
86357,91.14.13.2012,Minagame
86358,91.14.13.2013,Barename/Luanggi
86359,91.14.13.2014,Yilogonime/Tabinabo
86360,91.14.14,Kuari
86361,91.14.14.2001,Kuari
86362,91.14.14.2002,Menggeba
86363,91.14.14.2003,Alopur
86364,91.14.14.2004,Kenen
86365,91.14.14.2005,Wanggugup
86366,91.14.14.2006,Baliminggi
86367,91.14.14.2007,Abepur
86368,91.14.14.2008,Markar
86369,91.14.14.2009,Luanggi
86370,91.14.14.2010,Kondegun
86371,91.14.14.2011,Jinulira
86372,91.14.14.2012,Kibur
86373,91.14.14.2013,Tebenalo
86374,91.14.14.2014,Umaga
86375,91.14.14.2015,Kurik
86376,91.14.14.2017,Menggenagame
86377,91.14.14.2018,Gubagi
86378,91.14.15,Bokoneri
86379,91.14.15.2001,Bokoneri
86380,91.14.15.2002,Donggem
86381,91.14.15.2003,Abimbak
86382,91.14.15.2004,Munagame
86383,91.14.15.2005,Kanewunuk
86384,91.14.15.2006,Nanggurilime
86385,91.14.15.2007,Kurewunuk
86386,91.14.15.2008,Durima
86387,91.14.15.2009,Lerewere
86388,91.14.15.2010,Bolly
86389,91.14.15.2011,Omuk
86390,91.14.15.2013,Wonaga
86391,91.14.15.2014,Waringga
86392,91.14.15.2015,Tanabume
86393,91.14.15.2016,Kanere
86394,91.14.15.2017,Nunggalo
86395,91.14.15.2018,Weri
86396,91.14.16,Bewani
86397,91.14.16.2001,Abena
86398,91.14.16.2002,Nogobumbu
86399,91.14.16.2003,Bilubaga
86400,91.14.16.2004,Gabunggobak
86401,91.14.16.2005,Wulurik
86402,91.14.16.2006,Wanggulam
86403,91.14.16.2007,Bitillabur
86404,91.14.16.2008,Windik
86405,91.14.16.2009,Yibalo
86406,91.14.16.2010,Wania
86407,91.14.16.2011,Arelam
86408,91.14.16.2012,Gelalo
86409,91.14.16.2013,Duma
86410,91.14.16.2014,Yinama
86411,91.14.18,Nabunage
86412,91.14.18.2001,Nabunage
86413,91.14.18.2002,Kupara
86414,91.14.18.2003,Kutime
86415,91.14.18.2004,Kumbo
86416,91.14.18.2005,Timbindelo
86417,91.14.18.2011,Jekito
86418,91.14.18.2012,Wewo
86419,91.14.18.2013,Geningga
86420,91.14.18.2014,Kimilo
86421,91.14.18.2015,Missa
86422,91.14.18.2016,Logilome
86423,91.14.19,Gilubandu
86424,91.14.19.2001,Tinggom
86425,91.14.19.2003,Egoni
86426,91.14.19.2004,Martelo
86427,91.14.19.2006,Lerewere
86428,91.14.19.2007,Yakep
86429,91.14.19.2009,Welesi
86430,91.14.19.2010,Orelukban
86431,91.14.19.2011,Baguni
86432,91.14.19.2012,Kulutin
86433,91.14.19.2015,Yamulo
86434,91.14.20,Nunggawi
86435,91.14.20.2001,Nunggawi
86436,91.14.20.2002,Kokondao
86437,91.14.20.2003,Belep
86438,91.14.20.2004,Kuripaga
86439,91.14.20.2005,Kimobur
86440,91.14.20.2006,Wondame
86441,91.14.20.2007,Kilungga
86442,91.14.20.2008,Nombori
86443,91.14.20.2009,Delelah
86444,91.14.20.2010,Gilo
86445,91.14.20.2011,Undi
86446,91.14.20.2012,Derek
86447,91.14.20.2013,Numbe
86448,91.14.20.2014,Kanggineri
86449,91.14.20.2015,Wonoluk
86450,91.14.20.2016,Barenggo
86451,91.14.20.2017,Tunibur
86452,91.14.20.2018,Woyi
86453,91.14.20.2019,Kubalo
86454,91.14.20.2020,Tinoweno
86455,91.14.20.2021,Mololowa
86456,91.14.20.2022,Kunipaga
86457,91.14.20.2023,Kabumanggen
86458,91.14.20.2024,Kondangwi
86459,91.14.20.2025,Kipino
86460,91.14.20.2026,Tomobur
86461,91.14.21,Gundagi
86462,91.14.21.2001,Wamolo
86463,91.14.21.2002,Woraga
86464,91.14.21.2003,Kalarin
86465,91.14.21.2004,Gubuk
86466,91.14.21.2005,Umar
86467,91.14.21.2007,Wobe
86468,91.14.21.2008,Gingga
86469,91.14.21.2009,Punggelak
86470,91.14.21.2010,Kurik
86471,91.14.21.2011,Gumbini
86472,91.14.21.2012,Muruneri
86473,91.14.21.2013,Nangga
86474,91.14.21.2014,Enggawogo
86475,91.14.21.2016,Wamili
86476,91.14.21.2017,Oker
86477,91.14.21.2018,Winengga
86478,91.14.21.2019,Aworera
86479,91.14.22,Numba
86480,91.14.22.2001,Numba
86481,91.14.22.2005,Baliminggi
86482,91.14.22.2006,Kuma
86483,91.14.22.2007,Yugumena
86484,91.14.22.2009,Yalogo
86485,91.14.22.2011,Yiragame
86486,91.14.22.2012,Tingwineri
86487,91.14.22.2013,Guniki
86488,91.14.22.2014,Keragigelok
86489,91.14.22.2015,Jinuwanu
86490,91.14.23,Timori
86491,91.14.23.2001,Bolubur
86492,91.14.23.2002,Geneluk
86493,91.14.23.2003,Tirib
86494,91.14.23.2004,Beremo
86495,91.14.23.2005,Pirage
86496,91.14.23.2006,Koinggambu
86497,91.14.23.2007,Liwina
86498,91.14.23.2008,Eragani
86499,91.14.23.2009,Luki
86500,91.14.23.2011,Tioner
86501,91.14.23.2013,Logulo
86502,91.14.23.2014,Bawi
86503,91.14.24,Dundu
86504,91.14.24.2001,Dundu
86505,91.14.24.2002,Nugini
86506,91.14.24.2003,Kembu
86507,91.14.24.2005,Kurupu
86508,91.14.24.2008,Yiku
86509,91.14.24.2009,Bimo
86510,91.14.24.2010,Dugunagep
86511,91.14.24.2011,Nilogabu
86512,91.14.24.2012,Nakwi
86513,91.14.24.2013,Nini
86514,91.14.25,Geya
86515,91.14.25.2001,Geya
86516,91.14.25.2003,Alobaga
86517,91.14.25.2004,Timori
86518,91.14.25.2005,Nawu
86519,91.14.25.2006,Tinagoga
86520,91.14.25.2007,Witipur
86521,91.14.25.2008,Jelepele
86522,91.14.25.2012,Winalo
86523,91.14.25.2013,Kibu
86524,91.14.25.2014,Wunggilipur
86525,91.14.25.2015,Weyambi
86526,91.14.25.2019,Dimbara
86527,91.14.26,Egiam
86528,91.14.26.2001,Egiam
86529,91.14.26.2014,Yonira
86530,91.14.26.2015,Tabonakme
86531,91.14.26.2023,Murni
86532,91.14.26.2024,Yoka
86533,91.14.26.2025,Wayongga
86534,91.14.26.2026,Weri
86535,91.14.26.2027,Pinde
86536,91.14.26.2028,Kurba
86537,91.14.26.2029,Kaliundi
86538,91.14.27,Poganeri
86539,91.14.27.2024,Gagulineri
86540,91.14.27.2025,Telekonok
86541,91.14.27.2026,Kuoklanggunik
86542,91.14.27.2027,Bogokila
86543,91.14.27.2028,Mabuk
86544,91.14.27.2030,Nogari
86545,91.14.27.2032,Genage
86546,91.14.27.2034,Tigir
86547,91.14.27.2037,Gindugunik
86548,91.14.27.2038,Konengga
86549,91.14.28,Kamboneri
86550,91.14.28.2014,Berembanak
86551,91.14.28.2018,Habag
86552,91.14.28.2020,Kekoli
86553,91.14.28.2021,Kamboniki
86554,91.14.28.2026,Kaloniki
86555,91.14.28.2027,Tari
86556,91.14.28.2028,Marbuna
86557,91.14.28.2029,Malta
86558,91.14.29,Airgaram
86559,91.14.29.2009,Onggokme
86560,91.14.29.2011,Kubur
86561,91.14.29.2012,Weu
86562,91.14.29.2013,Liwese
86563,91.14.29.2015,Wenduri
86564,91.14.29.2018,Tabo Wanimbo
86565,91.14.29.2019,Lenggup
86566,91.14.29.2020,Tinger
86567,91.14.30,Wari/Taiyeve II
86568,91.14.30.2001,Yanora
86569,91.14.30.2004,Wari/Taiyeve
86570,91.14.30.2005,Papedari
86571,91.14.30.2006,Dotori
86572,91.14.30.2007,Arebe/Ninggame
86573,91.14.30.2008,Kowari
86574,91.14.30.2010,Wiki
86575,91.14.30.2011,Kuruku
86576,91.14.30.2012,Friji
86577,91.14.30.2013,Dorera
86578,91.14.30.2014,Dustra/Yamiriko
86579,91.14.30.2015,Muna
86580,91.14.30.2016,Kalibu
86581,91.14.30.2017,Laniloma
86582,91.14.30.2018,Wakumendek
86583,91.14.30.2021,Timoga/Kabupaga
86584,91.14.30.2022,Beleise
86585,91.14.31,Dow
86586,91.14.31.2001,Dow/Bijere
86587,91.14.31.2004,Takri
86588,91.14.31.2005,Prawa
86589,91.14.31.2006,Sigou
86590,91.14.31.2007,Dagari
86591,91.14.31.2008,Warka
86592,91.14.31.2010,Pakare
86593,91.14.31.2011,Tigu
86594,91.14.31.2012,Bire
86595,91.14.31.2013,Itoli
86596,91.14.31.2014,Vokuyo
86597,91.14.32,Tagineri
86598,91.14.32.2001,Silo
86599,91.14.32.2002,Logi
86600,91.14.32.2003,Tagi
86601,91.14.32.2004,Bini
86602,91.14.32.2005,Dunda
86603,91.14.32.2006,Getiem
86604,91.14.32.2007,Rumbepaga
86605,91.14.32.2008,Yimabnime
86606,91.14.32.2009,Wanuk
86607,91.14.32.2010,Lamaluk
86608,91.14.33,Yuneri
86609,91.14.33.2001,Yuneri
86610,91.14.33.2002,Yido
86611,91.14.33.2003,Omibur
86612,91.14.33.2004,Tenabaga
86613,91.14.33.2005,Wonabunggame
86614,91.14.33.2006,Gembileme
86615,91.14.33.2007,Wenome
86616,91.14.33.2008,Mopi
86617,91.14.33.2009,Kanggilo
86618,91.14.33.2010,Yudimba
86619,91.14.33.2011,Umar
86620,91.14.34,Wakuwo
86621,91.14.34.2001,Wama
86622,91.14.34.2002,Wonitu
86623,91.14.34.2003,Kumbur
86624,91.14.34.2004,Kwarini
86625,91.14.34.2005,Weyage
86626,91.14.34.2006,Timer
86627,91.14.34.2007,Gulak
86628,91.14.34.2008,Nowo
86629,91.14.34.2009,Gunalo
86630,91.14.34.2010,Korlo
86631,91.14.34.2011,Towolome
86632,91.14.34.2012,Golena
86633,91.14.35,Gika
86634,91.14.35.2001,Geka
86635,91.14.35.2002,Kwa
86636,91.14.35.2003,Gelok
86637,91.14.35.2004,Makido
86638,91.14.35.2005,Yinuwanu
86639,91.14.35.2006,Wanuwi
86640,91.14.35.2007,Dimbara
86641,91.14.35.2008,Wenigi
86642,91.14.35.2009,Membramonggen
86643,91.14.35.2010,Tabunakme
86644,91.14.36,Telenggeme
86645,91.14.36.2001,Telenggeme
86646,91.14.36.2002,Aukuni
86647,91.14.36.2003,Tenek
86648,91.14.36.2004,Kimunuk
86649,91.14.36.2005,Kimugu
86650,91.14.36.2006,Yagagobak
86651,91.14.36.2007,Linggira
86652,91.14.36.2008,Wekaru
86653,91.14.36.2009,Dolunggun
86654,91.14.36.2010,Kagi
86655,91.14.37,Anawi
86656,91.14.37.2001,Anawi
86657,91.14.37.2002,Yalipura
86658,91.14.37.2003,Kotori
86659,91.14.37.2004,Bieleme
86660,91.14.37.2005,Yalokobak
86661,91.14.37.2006,Linggira
86662,91.14.37.2007,Aridunda
86663,91.14.37.2008,Loguk
86664,91.14.37.2009,Imurik
86665,91.14.37.2010,Gineri
86666,91.14.38,Wenam
86667,91.14.38.2001,Banggeri
86668,91.14.38.2002,Igari
86669,91.14.38.2003,Tina
86670,91.14.38.2004,Telelomi
86671,91.14.38.2005,Kopenawai
86672,91.14.38.2006,Wunggi
86673,91.14.38.2007,Baganagapur
86674,91.14.38.2008,Milineri
86675,91.14.38.2009,Mili
86676,91.14.38.2010,Geyaneri
86677,91.14.39,Wugi
86678,91.14.39.2001,Wugi
86679,91.14.39.2002,Loma
86680,91.14.39.2003,Gitar
86681,91.14.39.2004,Gilime
86682,91.14.39.2005,Lena
86683,91.14.39.2006,Timoneri
86684,91.14.39.2007,Kuagembur
86685,91.14.39.2008,Wuronggi
86686,91.14.39.2009,Buangludah
86687,91.14.39.2010,Pindelo
86688,91.14.39.2011,Koli
86689,91.14.40,Danime
86690,91.14.40.2001,Wania
86691,91.14.40.2002,Milipaa
86692,91.14.40.2003,Tarawi
86693,91.14.40.2004,Niagale
86694,91.14.40.2005,Bumbu
86695,91.14.40.2006,Ambena
86696,91.14.40.2007,Gunombo
86697,91.14.40.2008,Mawi
86698,91.14.40.2009,Ripa
86699,91.14.40.2010,Delegari
86700,91.14.41,Tagime
86701,91.14.41.2001,Peyola
86702,91.14.41.2002,Kogotime
86703,91.14.41.2003,Gabunam
86704,91.14.41.2004,Gulak
86705,91.14.41.2005,Melaga
86706,91.14.41.2006,Ekoni
86707,91.14.41.2007,Minggen
86708,91.14.41.2008,Kandimbaga
86709,91.14.41.2009,Kinebe
86710,91.14.41.2010,Belela
86711,91.14.42,Kai
86712,91.14.42.2001,Kaiga
86713,91.14.42.2002,Bawi
86714,91.14.42.2003,Tina
86715,91.14.42.2004,Kurbaya
86716,91.14.42.2005,Wiyangger
86717,91.14.42.2006,Again
86718,91.14.42.2007,Piraleme
86719,91.14.42.2008,Tunggunale
86720,91.14.42.2009,Kotorambur
86721,91.14.42.2010,Wolu
86722,91.14.43,Aweku
86723,91.14.43.2001,Wuluk
86724,91.14.43.2002,Wenggun
86725,91.14.43.2003,Posman
86726,91.14.43.2004,Tiyonggi
86727,91.14.43.2005,Yelly
86728,91.14.43.2006,Agin
86729,91.14.43.2007,Kogagi
86730,91.14.43.2008,Yebena
86731,91.14.43.2009,Wamigi
86732,91.14.43.2010,Kolanggun
86733,91.14.44,Bogonuk
86734,91.14.44.2001,Bogonuk
86735,91.14.44.2002,Wisman
86736,91.14.44.2003,Paba
86737,91.14.44.2004,Ewan
86738,91.14.44.2005,Wumelak
86739,91.14.44.2006,Walelo
86740,91.14.44.2007,Laura
86741,91.14.44.2008,Talinamber
86742,91.14.44.2009,Aliduda
86743,91.14.44.2010,Andomak
86744,91.14.45,Li Anogomma
86745,91.14.45.2001,Wiyaluk
86746,91.14.45.2002,Aburage
86747,91.14.45.2003,Kogoyapura
86748,91.14.45.2004,Erimbur
86749,91.14.45.2005,Leragawi/Megagiraku k
86750,91.14.45.2006,Longgoboma
86751,91.14.45.2007,Tingwi
86752,91.14.45.2008,Gubura
86753,91.14.45.2009,Lubuk
86754,91.14.45.2010,Bogome
86755,91.14.46,Biuk
86756,91.14.46.2001,Biuk
86757,91.14.46.2002,Guburini
86758,91.14.46.2003,Yiluk/Kondenggun
86759,91.14.46.2004,Yugu Mabur
86760,91.14.46.2005,Tomagipura
86761,91.14.46.2006,Yiyogobak/Kibur
86762,91.14.46.2007,Galubup
86763,91.14.46.2008,Mbinime/Jinulira
86764,91.14.46.2009,Wonabu
86765,91.14.46.2010,Tomagi/Gubagi
86766,91.14.46.2011,Purugi
86767,91.14.47,Yuko
86768,91.14.47.2001,Pekaleme
86769,91.14.47.2002,Teleme
86770,91.14.47.2003,Giko
86771,91.14.47.2004,Kungge
86772,91.14.47.2005,Kotorambur
86773,91.14.47.2006,Miyanagame
86774,91.14.47.2007,Karu
86775,91.14.47.2008,Tabuh
86776,91.14.47.2009,Gwak Dugunik
86777,91.14.47.2010,Minegimen
86778,91.14.47.2011,Ambirik
86779,91.15,KAB. WAROPEN
86780,91.15.01,Waropen Bawah
86781,91.15.01.2003,Waren I
86782,91.15.01.2004,Waren II
86783,91.15.01.2011,Nonomi
86784,91.15.01.2020,Sarafambai
86785,91.15.01.2025,Uri
86786,91.15.01.2027,Batu Zaman
86787,91.15.01.2029,Sawara Jaya
86788,91.15.03,Masirei
86789,91.15.03.2006,Saurisirami
86790,91.15.03.2009,Sinonde
86791,91.15.03.2013,Kali Baru
86792,91.15.03.2014,Sirami
86793,91.15.03.2015,Bunggu
86794,91.15.03.2016,Kowogi
86795,91.15.03.2017,Emauri
86796,91.15.03.2018,Obutay
86797,91.15.03.2019,Wairo
86798,91.15.07,Risei Sayati
86799,91.15.07.2002,Fafado
86800,91.15.07.2003,Wobari
86801,91.15.07.2013,Aimasi
86802,91.15.07.2014,Mui
86803,91.15.07.2015,Waghare
86804,91.15.07.2016,Ghaiwando
86805,91.15.07.2017,Womorisi
86806,91.15.07.2018,Orambin
86807,91.15.07.2019,Unareu
86808,91.15.07.2020,Ghaiwaru
86809,91.15.08,Urei Faisei
86810,91.15.08.2001,Ureifaisei I/Sanggae
86811,91.15.08.2002,Urfas II
86812,91.15.08.2003,Nubuai
86813,91.15.08.2004,Ureifaisei III/ Paradoi
86814,91.15.08.2005,Apainabo
86815,91.15.08.2006,Mambui
86816,91.15.08.2007,Khemoon Jaya
86817,91.15.08.2008,Usaiwa
86818,91.15.08.2009,Paradoi
86819,91.15.08.2010,Ghoyui
86820,91.15.08.2011,Rorisi
86821,91.15.08.2012,Ronggaiwa
86822,91.15.09,Inggerus
86823,91.15.09.2002,Somiangga
86824,91.15.09.2004,Toire
86825,91.15.09.2005,Harapan Jaya
86826,91.15.09.2006,Demisa
86827,91.15.09.2008,Otodemo
86828,91.15.09.2011,Awaso
86829,91.15.09.2012,Firo
86830,91.15.10,Kirihi
86831,91.15.10.2001,Dairi
86832,91.15.10.2002,Spoiri
86833,91.15.10.2003,Sooh
86834,91.15.10.2004,Dirou
86835,91.15.10.2005,Diwah
86836,91.15.10.2006,Kuaisa
86837,91.15.10.2007,Aru Antu
86838,91.15.10.2008,Foira
86839,91.15.10.2009,Kawari
86840,91.15.10.2010,Wafuka
86841,91.15.11,Oudate
86842,91.15.11.2001,Botawa
86843,91.15.11.2002,Sowiwa
86844,91.15.11.2003,Baino Jaya
86845,91.15.11.2004,Nau
86846,91.15.11.2005,Rasawa
86847,91.15.11.2006,Ruambak Jaya
86848,91.15.11.2007,Moroa
86849,91.15.11.2008,Oiboa
86850,91.15.12,Wapoga
86851,91.15.12.2001,Wapoga
86852,91.15.12.2002,Pirare
86853,91.15.12.2003,Awera
86854,91.15.12.2004,Syewa Merare
86855,91.15.12.2005,Kamarisano
86856,91.15.12.2006,Waweri
86857,91.15.12.2007,Dokis
86858,91.15.13,Demba
86859,91.15.13.2001,Urato
86860,91.15.13.2002,Mayaghaido
86861,91.15.13.2003,Aniboi
86862,91.15.13.2007,Tetui
86863,91.15.13.2008,Demba
86864,91.15.13.2009,Fafai
86865,91.15.13.2017,Wudokuri
86866,91.15.13.2018,Aiwa
86867,91.15.13.2019,Biati
86868,91.15.13.2020,Ronarai
86869,91.15.14,Wonti
86870,91.15.14.2001,Odase
86871,91.15.14.2002,Wanda
86872,91.15.14.2003,Bakadaro
86873,91.15.14.2004,Moyufuri
86874,91.15.14.2005,Wonti Kai
86875,91.15.14.2006,Ghoiwi Samberi
86876,91.15.14.2007,Gheroi
86877,91.15.14.2008,Fimore
86878,91.15.14.2009,Sifuisera
86879,91.15.14.2010,Borumei
86880,91.15.15,Soyoi Mambai
86881,91.15.15.2001,Mambai
86882,91.15.15.2002,Soyoi
86883,91.15.15.2003,Daimboa
86884,91.15.15.2004,Napani
86885,91.15.15.2005,Segha
86886,91.15.15.2006,Wainarisi
86887,91.15.15.2007,Fafarui
86888,91.15.15.2008,Dawoa
86889,91.15.15.2009,Sinabo
86890,91.15.15.2010,Woinui
86891,91.16,KAB. BOVEN DIGOEL
86892,91.16.01,Mandobo
86893,91.16.01.2003,Ampera
86894,91.16.01.2004,Sokanggo
86895,91.16.01.2005,Persatuan
86896,91.16.01.2011,Mariam
86897,91.16.01.2012,Mawan
86898,91.16.02,Mindiptana
86899,91.16.02.2001,Mindiptana
86900,91.16.02.2003,Umap
86901,91.16.02.2005,Awayanka
86902,91.16.02.2009,Wanggatkibi
86903,91.16.02.2012,Epsembit
86904,91.16.02.2013,Andobit
86905,91.16.02.2014,Niyimbang
86906,91.16.02.2015,Anggumbit
86907,91.16.02.2016,Imko
86908,91.16.02.2017,Kamka
86909,91.16.02.2018,Osso
86910,91.16.02.2019,Tinggam
86911,91.16.02.2023,Kakuna
86912,91.16.03,Waropko
86913,91.16.03.2001,Woropko
86914,91.16.03.2002,Winiktit
86915,91.16.03.2003,Kanggewot
86916,91.16.03.2004,Jetetkun
86917,91.16.03.2005,Inggembit
86918,91.16.03.2006,Wametkapa
86919,91.16.03.2009,Wombon
86920,91.16.03.2013,Upkim
86921,91.16.03.2014,Ikcan
86922,91.16.04,Kouh
86923,91.16.04.2001,Kouh
86924,91.16.04.2007,Jair
86925,91.16.04.2008,Mandobo
86926,91.16.05,Jair
86927,91.16.05.2006,Getentiri
86928,91.16.05.2008,Anggai
86929,91.16.05.2009,Butiptiri
86930,91.16.05.2010,Asiki
86931,91.16.05.2013,Kapogu
86932,91.16.05.2014,Miri
86933,91.16.06,Bomakia
86934,91.16.06.2001,Bomakia I
86935,91.16.06.2002,Bomakia II
86936,91.16.06.2003,Somi
86937,91.16.06.2004,Aifa
86938,91.16.06.2005,Uni
86939,91.16.07,Kombut
86940,91.16.07.2001,Kombut
86941,91.16.07.2002,Moukbiran
86942,91.16.07.2003,Kawangtet
86943,91.16.07.2004,Amuan
86944,91.16.08,Iniyandit
86945,91.16.08.2001,Langgoan
86946,91.16.08.2002,Tetop
86947,91.16.08.2003,Wariktop
86948,91.16.08.2004,Autriop
86949,91.16.08.2005,Ogenatan
86950,91.16.09,Arimop
86951,91.16.09.2001,Maju
86952,91.16.09.2002,Bukit
86953,91.16.09.2003,Ujung
86954,91.16.09.2004,Ginggimop
86955,91.16.09.2005,Patriot
86956,91.16.09.2006,Arimbet
86957,91.16.09.2007,Aroa
86958,91.16.10,Fofi
86959,91.16.10.2001,Sadar
86960,91.16.10.2002,Bangun
86961,91.16.10.2003,Makmur
86962,91.16.10.2004,Sohokanggo
86963,91.16.10.2005,Domo
86964,91.16.10.2006,Hamkhu
86965,91.16.10.2007,Hello
86966,91.16.10.2008,Navini
86967,91.16.11,Ambatkwi
86968,91.16.11.2001,Kuken
86969,91.16.11.2002,Kolopkam
86970,91.16.11.2003,Awaken
86971,91.16.11.2004,Arimbit
86972,91.16.11.2005,Anyumka
86973,91.16.12,Manggelum
86974,91.16.12.2001,Manggelum
86975,91.16.12.2002,Burunggop
86976,91.16.12.2003,Bayanggop
86977,91.16.12.2004,Gaguop
86978,91.16.12.2005,Kewam
86979,91.16.12.2006,Mangga Tiga
86980,91.16.13,Firiwage
86981,91.16.13.2001,Firiwage
86982,91.16.13.2002,Karuwage
86983,91.16.13.2005,Waliburu
86984,91.16.13.2006,Kabuwage
86985,91.16.14,Yaniruma
86986,91.16.14.2001,Yaniruma
86987,91.16.14.2003,Manggemahe
86988,91.16.14.2004,Fefero
86989,91.16.15,Subur
86990,91.16.15.2001,Subur
86991,91.16.15.2002,Kaisa
86992,91.16.15.2003,Waghai
86993,91.16.15.2004,Aiwat
86994,91.16.16,Kombay
86995,91.16.16.2001,Wanggemalo
86996,91.16.16.2002,Sinimburu
86997,91.16.16.2003,Yafufla
86998,91.16.16.2004,Ugo
86999,91.16.16.2005,Dema
87000,91.16.17,Ninati
87001,91.16.17.2001,Ninati
87002,91.16.17.2002,Upyetetko
87003,91.16.17.2003,Kawaktembut
87004,91.16.17.2004,Tembutka
87005,91.16.17.2005,Timka
87006,91.16.18,Sesnuk
87007,91.16.18.2001,Sesnuk
87008,91.16.18.2002,Anggamburan
87009,91.16.18.2003,Kanggup
87010,91.16.18.2004,Yomkondo
87011,91.16.18.2005,Amboran
87012,91.16.19,Ki
87013,91.16.19.2001,Metto
87014,91.16.19.2002,Obinangge
87015,91.16.19.2003,Watemu
87016,91.16.19.2004,Ujungkia
87017,91.16.20,Kawagit
87018,91.16.20.2001,Wanggom
87019,91.16.20.2002,Kawagit
87020,91.16.20.2003,Kombai
87021,91.16.20.2004,Biwage
87022,91.16.20.2005,Biwage Dua
87023,91.16.20.2006,Niop
87024,91.17,KAB. MAPPI
87025,91.17.01,Obaa
87026,91.17.01.2001,Obaa
87027,91.17.01.2002,Dagimon
87028,91.17.01.2003,Rep
87029,91.17.01.2004,Mappi Bawah/Yamui
87030,91.17.01.2005,Wanggate
87031,91.17.01.2009,Piai
87032,91.17.01.2010,Muin
87033,91.17.01.2011,Gauda
87034,91.17.01.2012,Soba
87035,91.17.01.2013,Enem
87036,91.17.01.2014,Kogo
87037,91.17.01.2015,Kadam/Oyim
87038,91.17.01.1022,Kepi
87039,91.17.01.2023,Tokhom
87040,91.17.01.2024,Emete
87041,91.17.01.2025,Wairu
87042,91.17.01.2026,Rayam
87043,91.17.01.2028,Harome
87044,91.17.01.2029,Metim
87045,91.17.01.2030,Masin
87046,91.17.01.2031,Madu
87047,91.17.01.2032,Yangpop
87048,91.17.01.2033,Paedam
87049,91.17.01.2034,Marbin
87050,91.17.02,Mambioman Bapai
87051,91.17.02.2001,Mur
87052,91.17.02.2003,Agham
87053,91.17.02.2004,Waghien/Koba
87054,91.17.02.2005,Khatan
87055,91.17.02.2008,Monana
87056,91.17.02.2009,Wagin
87057,91.17.02.2013,Waman
87058,91.17.02.2014,Ima
87059,91.17.02.2015,Kogoyaman
87060,91.17.02.2016,Magabag
87061,91.17.02.2017,Tereyemu
87062,91.17.02.2018,Yatan
87063,91.17.02.2019,Linggua
87064,91.17.02.2024,Waruwe
87065,91.17.02.2025,Ghanu
87066,91.17.03,Citak-Mitak
87067,91.17.03.2003,Bidnew
87068,91.17.03.2004,Senggo
87069,91.17.03.2005,Kumasma
87070,91.17.03.2012,Womin
87071,91.17.03.2013,Tamanin
87072,91.17.03.2014,Epem
87073,91.17.03.2015,Abau
87074,91.17.04,Edera
87075,91.17.04.1001,Bade
87076,91.17.04.2002,Geturki
87077,91.17.04.2012,Mememu
87078,91.17.04.2013,Gimikya
87079,91.17.04.2014,Banamepe
87080,91.17.04.2015,Yodom
87081,91.17.04.2016,Isyaman
87082,91.17.05,Haju
87083,91.17.05.2001,Yagatsu
87084,91.17.05.2002,Amagatsu
87085,91.17.05.2003,Katage
87086,91.17.05.2004,Sogope
87087,91.17.05.2005,Wiyage
87088,91.17.05.2006,Kasima
87089,91.17.05.2007,Amenda
87090,91.17.05.2008,Kaibu
87091,91.17.05.2009,Omuro
87092,91.17.05.2010,Okor
87093,91.17.05.2011,Atsipim
87094,91.17.05.2012,Semtaipim
87095,91.17.05.2013,Geiripim
87096,91.17.05.2014,Warogom
87097,91.17.05.2015,Kaibusene
87098,91.17.05.2016,Arare
87099,91.17.05.2017,Paghai
87100,91.17.05.2018,Kerke
87101,91.17.05.2019,Mani
87102,91.17.06,Assue
87103,91.17.06.2001,Sigare
87104,91.17.06.2002,Jufo Besar
87105,91.17.06.2003,Eci
87106,91.17.06.2004,Aboge
87107,91.17.06.2005,Khanami
87108,91.17.06.2006,Yame
87109,91.17.06.2007,Kaitok
87110,91.17.06.2008,Homang
87111,91.17.06.2009,Jufo Kecil
87112,91.17.06.2010,Khabu
87113,91.17.06.2011,Kiki
87114,91.17.06.2012,Isage
87115,91.17.06.2013,Kopi
87116,91.17.06.2014,Asaren
87117,91.17.06.2015,Keru
87118,91.17.06.2016,Girimio
